Username,Handle,Timestamp,Comments,Likes,Retweets,Text
Donald J. Trump,@realDonaldTrump,2020-11-22T04:23:48.000Z,"True!Quote Tweet
Brit Hume
@brithume
 · Nov 12
The Daily Caller had it right. The Times & Post had it wrong. So whose tweet got the warning? twitter.com/DailyCaller/st…",4.3K,15.1K,81.2K
Kimberley Strassel,@KimStrassel,2020-11-13T06:13:35.000Z,"Case for Mask Mandate Rests on Bad Data - WSJOpinion | Case for Mask Mandate Rests on Bad Data
A top scientific journal lowballs the percentage of Americans who are already covering their faces.
wsj.com",2.5K,11K,36.2K
Donald J. Trump,@realDonaldTrump,2020-11-22T01:41:12.000Z,"Well, there were hundreds of thousands of votes cast where Republican Poll Watchers were not allowed to “watch”, not even allowed in the counting rooms. Likewise with Fake ballots cast and dead people voting!This claim about election fraud is disputed 
Quote Tweet
KDKA
@KDKA
 · Nov 21
#BREAKING: Mike Kelly and Sean Parnell are requesting the Commonwealth Court of Pennsylvania to declare universal mail-in voting unconstitutional and to deny the votes of the majority of Pennsylvanians who voted by mail in the Nov. 3 election. https://cbsloc.al/3kZndjy",14.8K,26.5K,104.4K
Donald J. Trump,@realDonaldTrump,2020-11-22T01:33:54.000Z,"This is not at all frivolous. It is brought on behalf of one of the most respected members of the United States Congress who is disgusted, like so many others, by an Election that is a fraudulent mess. Fake ballots, dead people voting, no Republican Poll Watchers allowed, & more!This claim about election fraud is disputed
Quote Tweet
Marc E. Elias
@marceelias
 · Nov 21
BREAKING: Republican Congressman Mike Kelly has filed a new frivolous lawsuit in Pennsylvania seeking to block the state from certifying the election results and having the state legislature choose electors.

This is absolutely shameful.
https://democracydocket.com/cases/pennsylvania-vbm-certification-challenge/…",17K,31.1K,119.9K
Donald J. Trump,@realDonaldTrump,2020-11-22T01:18:38.000Z,"Why is Joe Biden so quickly forming a Cabinet when my investigators have found hundreds of thousands of fraudulent votes, enough to “flip” at least four States, which in turn is more than enough to win the Election? Hopefully the Courts and/or Legislatures will have....This claim about election fraud is disputed",70.5K,74K,311.6K
Donald J. Trump,@realDonaldTrump,2020-11-22T01:18:39.000Z,"....the COURAGE to do what has to be done to maintain the integrity of our Elections,  and the United States of America itself. THE WORLD IS WATCHING!!!",32.4K,43.3K,220.4K
Donald J. Trump,@realDonaldTrump,2020-11-21T23:13:41.000Z,The Media is just as corrupt as the Election itself!,86K,113.4K,608.4K
Donald J. Trump,@realDonaldTrump,2020-11-21T22:48:57.000Z,"Fake News always “forgets” to mention that far fewer people are dying when they get Covid. This is do to both our advanced therapeutics, and the gained knowledge of our great doctors, nurses and front line workers!",41.2K,52.6K,264.7K
Donald J. Trump,@realDonaldTrump,2020-11-21T22:35:29.000Z,"The Fake News is not talking about the fact that “Covid” is running wild all over the World, not just in the U.S. I was at the Virtual G-20 meeting early this morning and the biggest subject was Covid. We will be healing fast, especially with our vaccines!",30.5K,36.6K,188.8K
Donald J. Trump,@realDonaldTrump,2020-11-21T22:13:05.000Z,"Joe Biden was a total disaster in handling the H1N1 Swine Flu, would never have produced a Vaccine in record time (years ahead of schedule), and would do a terrible job of Vaccine delivery - But doesn’t everybody already know that!",48.4K,45.8K,241.8K
Donald J. Trump,@realDonaldTrump,2020-11-21T21:20:39.000Z,"“President Trump has done many great things (biggest tax & regulation cuts in history, Space Force, rebuilding our military, fixing the V.A., the Wall), but perhaps the most important of all will be what he is doing now, exposing the massive corruption in our Electoral Process.”This claim about election fraud is disputed",38.2K,62K,257K
Donald J. Trump,@realDonaldTrump,2020-11-21T20:34:36.000Z,"Watch: Hundreds of Activists Gather for ‘Stop the Steal‘ Rally in Georgia https://breitbart.com/politics/2020/11/21/watch-live-hundreds-of-activists-gather-for-stop-the-steal-rally-in-georgia/… via  BreitbartNews  Big Rallies all over the Country. The proof pouring in is undeniable. Many more votes than needed. This was a LANDSLIDE!Multiple sources called this election differently
Watch: Hundreds of Activists Gather for 'Stop the Steal' Rally in Georgia
Activists gathered in Atlanta for a ""Stop the Steal"" rally in support of President Trump after the secretary of state certified GA's results.
breitbart.com",24.4K,39.6K,150.9K
Rep. Jim Jordan,@Jim_Jordan,2020-11-20T03:56:13.000Z,,8.4K,17.2K,61.1K
Rep. James Comer,@RepJamesComer,2020-11-20T18:00:05.000Z,"Thanks 
@LouDobbs
 for recognizing mine & 
@Jim_Jordan
's fight to protect the integrity of our election! Congress should investigate every irregularity and the Republicans on 
@GOPoversight
 & 
@JudiciaryGOP
 are ready to lead.",4.5K,13.7K,52K
Donald J. Trump,@realDonaldTrump,2020-11-21T17:18:54.000Z,"Check out 
@PastorDScott
’s new show tonight at 7:00pm on 
@RealAmVoice
. Good luck Darrell!Quote Tweet
Dr.Darrell Scott
@PastorDScott
 · Nov 21
IT’S ON TONIGHT!!!!! 7pm on ⁦@RealAmVoice⁩ Television Network! ⁦@theangiestanton⁩ and ⁦@TheLeoTerrell⁩ will be talking smack with me tonight!!!!! YOU DO NOT WANT TO MISS IT!!!!",9.4K,20.4K,84.8K
Donald J. Trump,@realDonaldTrump,2020-11-21T13:58:39.000Z,Big voter fraud information coming out concerning Georgia. Stay tuned!,82.6K,91.9K,459.4K
Donald J. Trump,@realDonaldTrump,2020-11-21T13:41:35.000Z,"I agree!Quote Tweet
Mike Lee
@SenMikeLee
 · Nov 17
Senator Hatch’s positive impact on the state of Utah and the nation’s federal judiciary cannot be overstated, and it is only appropriate that Utah’s federal courthouse be named in his honor.",5.4K,18.2K,104.1K
Donald J. Trump,@realDonaldTrump,2020-11-21T01:42:14.000Z,"3:49
3.1M views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",10.6K,29.3K,107.4K
Donald J. Trump,@realDonaldTrump,2020-11-21T01:42:00.000Z,"4:39
1.3M views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",14.9K,55.3K,178.1K
The White House,@WhiteHouse,2020-11-20T19:39:00.000Z,"LIVE: President 
@realDonaldTrump
 gives remarks on delivering lower prescription drug pricesThe White House
@WhiteHouse
LIVE: President @realDonaldTrump gives remarks on delivering lower prescription drug prices
pscp.tv",16.1K,23.4K,94.2K
Donald J. Trump,@realDonaldTrump,2020-11-20T19:38:33.000Z,"The Governor of Georgia, and Secretary of State, refuse to let us look at signatures which would expose hundreds of thousands of illegal ballots, and give the Republican Party and me, David Perdue, and perhaps Kelly Loeffler, a BIG VICTORY...This claim about election fraud is disputed",44.6K,67.7K,271.5K
Donald J. Trump,@realDonaldTrump,2020-11-20T19:38:34.000Z,"...Why won’t they do it, and why are they so fast to certify a meaningless tally?This claim about election fraud is disputed",22.4K,30K,168.2K
Donald J. Trump,@realDonaldTrump,2020-11-20T18:20:41.000Z,News Conference on Reduced Drug Prices at 2:30 P.M.,19.7K,31K,234.2K
Rep. Jim Jordan,@Jim_Jordan,2020-11-20T14:55:24.000Z,"Don’t lockdown the country.
Don’t impose curfews.
Don’t close schools. 

Let Americans decide for themselves. 

And celebrate Thanksgiving.",40.4K,50.5K,206.2K
Donald J. Trump,@realDonaldTrump,2020-11-20T13:53:00.000Z,"Giuliani: The Case for Election Fraud Being Made By Americans https://breitbart.com/2020-election/2020/11/19/rudy-giuliani-the-case-for-election-fraud-being-made-by-american-patriots-in-both-parties/… via 
@BreitbartNewsThis claim about election fraud is disputed
Giuliani: The Case for Election Fraud Being Made By Americans
Rudy Guiliani and Trump's legal team said that the case for election fraud is being made by Americans of both political parties.
breitbart.com",37K,42.8K,158.8K
Donald J. Trump,@realDonaldTrump,2020-11-20T01:49:29.000Z,"Look at this in Michigan! A day AFTER the election, Biden receives a dump of 134,886 votes at 6:31AM!Quote Tweet
Donald J. Trump
@realDonaldTrump
 · Nov 18
Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable!",57.3K,77.6K,221K
Drew Berquist,@drewberquist,2020-11-19T18:20:25.000Z,"The fact that the MSM didn't cover the Trump legal team press conference tells you everything you need to know about whether or not they want fairness and equality in America. No level headed American would watch that, hear the examples and then say they don't have concerns.",9K,23.9K,78K
LifeZette,@LifeZette,2020-11-19T23:00:01.000Z,"If Trump's Team can prove the fraud information they laid out, this election will be overturned. 
@LeahBellaBella
 @BrianPSmyth
 @WayneDupreeShow6:07
820.4K views
This claim about election fraud is disputed",5.9K,11.9K,42.4K
Donald J. Trump,@realDonaldTrump,2020-11-20T13:35:44.000Z,"We have great support on the Election Hoax!This claim about election fraud is disputed
Quote Tweet
Wayne Dupree Media, LLC
@WayneDupreeShow
 · Nov 20
GOP mega donors vow to primary all RINOS who are refusing to stand by President Trump right now

https://bit.ly/36YcD7s",18.9K,33.9K,157.3K
Bill Smith,@BillSmi74636539,2020-11-20T12:42:24.000Z,"Replying to 
@marklevinshowRomney has lost his mind since 2016",3.3K,5.9K,31.9K
Donald J. Trump,@realDonaldTrump,2020-11-20T13:01:17.000Z,"Thank you Elizabeth, LOVE!Quote Tweet
Wayne Dupree Media, LLC
@WayneDupreeShow
 · Nov 19
President Trump's sister Elizabeth never speaks about politics, but she felt it was imperative that she show support for Trump and also call out the 2020 election for what it was...
 
https://bit.ly/38UaRXg",8.6K,21.1K,118.2K
"Wayne Dupree Media, LLC",@WayneDupreeShow,2020-11-20T04:00:35.000Z,"Dershowitz thinks if this goes to SCOTUS, Trump will win[VIDEO] Dershowitz Reveals Trump's Clever SCOTUS Strategy...And He Thinks It'll Work and Trump Will...
Harvard Law Professor Alan Dershowitz joined award-winning investigative journalist John Solomon to discuss President Trump’s strategy as we head closer and closer to the SCOTUS. FOLLOW US ON PARLER...
waynedupree.com",3.6K,13K,43.3K
Donald J. Trump,@realDonaldTrump,2020-11-20T12:18:52.000Z,"Will use these charts in court case. The Election was a HOAX. Thank you Justin!This claim about election fraud is disputed
Quote Tweet
Justin Hart
@justin_hart
 · Nov 19
Here. We. Go.

@realDonaldTrump tweeted our WI chart but now let's go to Michigan. The key momentum shift happened on Wednesday morning at 6:31AM.

A batch of nearly 150K votes came in.
96% went for Biden
Show this thread",15.9K,37.5K,136.9K
Donald J. Trump,@realDonaldTrump,2020-11-20T12:14:28.000Z,"A Rigged Election!This claim about election fraud is disputed
Quote Tweet
GOP
@GOP
 · Nov 19
""We will not be intimidated...We are going to clean this mess up now. President Trump won by a landslide. We are going to prove it. And we are going to reclaim the United States of America for the people who vote for freedom.""—Sidney Powell
0:52
3.9M views
Multiple sources called this election differently",24.5K,59.1K,242.6K
Anna Paulina Luna,@realannapaulina,2020-11-20T03:57:23.000Z,“People should not be afraid of their government. Government should be afraid of their people.”,2.2K,15.3K,66.1K
Donald J. Trump,@realDonaldTrump,2020-11-20T12:12:49.000Z,"Great book!Quote Tweet
Matt Gaetz
@mattgaetz
 · Nov 19
A Great Christmas Gift!

https://amzn.to/2OIeJQ0",5.9K,9.7K,64.3K
Marjorie Taylor Greene,@mtgreenee,2020-11-19T03:15:11.000Z,"House Republicans will STOP the fraud and abuse in American elections.

The integrity of our elections must be protected!This claim about election fraud is disputed
Quote Tweet
House Judiciary GOP
@JudiciaryGOP
 · Nov 18
#BREAKING: @Jim_Jordan & @RepJamesComer call for immediate Congressional investigation into 2020 election.",14.3K,19.2K,63.3K
Donald J. Trump,@realDonaldTrump,2020-11-19T23:31:53.000Z,"So true. Thanks Jody!Quote Tweet
Rep. Jody Hice
@CongressmanHice
 · Nov 18
As more votes are uncovered in Georgia, this race has continued to narrow.

Americans want a fair vote with an honest count — it should not be a difficult ask.

Georgia's election officials owe us a legitimate election.",21.8K,33K,152.6K
Donald J. Trump,@realDonaldTrump,2020-11-19T21:21:28.000Z,,13.5K,29.5K,120.2K
Donald J. Trump,@realDonaldTrump,2020-11-19T05:41:14.000Z,"""Dominion-izing the Vote""This claim about election fraud is disputed
Cyber Analyst on Dominion Voting: Shocking Vulnerabilities
A cyber analyst shares alarming insights into the scandal ridden voting software Dominion. One America's Chanel Rion has more.Visit us at:Tired of censorship...
youtube.com",20.9K,54.1K,185.8K
Dan O'Donnell,@DanODonnellShow,2020-11-16T15:17:31.000Z,"Huge news in Wisconsin, where a disability services coordinator has come forward with evidence that every single one of her more than 20 severely disabled clients had their vote systematically stolen from them.Disability Service Coordinator Blows Whistle on Vote Fraud in Group Homes | News/Talk 1130 WISN |...
A disability service coordinator in the Milwaukee area has come forward with evidence that all 20 of her clients had their votes stolen from them.
newstalk1130.iheart.com",5.8K,23.5K,55.8K
Donald J. Trump,@realDonaldTrump,2020-11-19T20:27:46.000Z,"We withdrew because we won!Quote Tweet
Bloomberg
@business
 · Nov 19
NEW: The Trump campaign is seeking to withdraw its Michigan election lawsuit, saying the litigation achieved its goal of derailing the certification of election results in Detroit and surrounding Wayne County https://trib.al/swlw8Hv",35.2K,42.9K,191K
Donald J. Trump,@realDonaldTrump,2020-11-19T20:26:24.000Z,"Nolte: Top Pollster Finds 47% Say ‘Likely‘ Democrats Stole Election https://breitbart.com/2020-election/2020/11/19/nolte-top-pollster-finds-47-say-likely-democrats-stole-election/… via 
@BreitbartNews
 Rigged Election!This claim about election fraud is disputed
Nolte: Top Pollster Finds 47% Say 'Likely' Democrats Stole Election
Only 50 percent of likely voters say the 2020 election was not stolen by Democrats, while 47 percent said it is likely.
breitbart.com",18K,28.9K,115.5K
Donald J. Trump,@realDonaldTrump,2020-11-19T12:46:28.000Z,"Voter Fraud in Detroit is rampant, and has been for many years!This claim about election fraud is disputed",33.6K,56.1K,300K
Donald J. Trump,@realDonaldTrump,2020-11-19T12:33:02.000Z,VACCINES ARE COMING FAST!!!,36.5K,45.1K,364K
Donald J. Trump,@realDonaldTrump,2020-11-19T12:31:53.000Z,"Great job on 
@foxandfriends
 today Giancarlo!Quote Tweet
Giancarlo Sopo
@GiancarloSopo
 · Nov 17
As I told USA Today, the Latino exodus from the Democratic Party in Florida is a direct result of its leadership’s embrace of socialism and the progressive agenda. 
https://usatoday.com/story/news/nation/2020/11/17/latino-trump-voters-fear-stolen-election-amid-fraud-conspiracies/6257746002/…",4.3K,17.9K,83.7K
Donald J. Trump,@realDonaldTrump,2020-11-19T12:30:21.000Z,"...And with these numbers, by far the highest for a sitting President, there was no way the Dems could have won, except through what we are learning now - A Rigged Election!This claim about election fraud is disputed
Quote Tweet
The New York Times
@nytimes
 · Nov 17
President Trump received 10.1 million more votes across the U.S. than he received four years ago, including in areas with a majority of Hispanic voters. http://nyti.ms/35HqH5P
Show this thread",17.4K,37.7K,145.5K
Trump War Room,@TrumpWarRoom,2020-11-18T03:33:07.000Z,"A headline from six months ago, in May.

Trump was right. The media and the “experts” were wrong. Again.",3.5K,15.9K,56.5K
Donald J. Trump,@realDonaldTrump,2020-11-19T12:19:53.000Z,"It was my great honor to help, a tremendous achievement!Quote Tweet
Matt Wolking
@MattWolking
 · Nov 18
‘Experts’ Listed 27 House Races As Toss-Ups. 

Republicans Won All 27.
https://dailywire.com/news/experts-listed-27-house-races-as-toss-ups-republicans-won-all-27…",6.1K,23.9K,120.9K
Donald J. Trump,@realDonaldTrump,2020-11-19T12:17:07.000Z,"Looking good!Quote Tweet
Henry Olsen
@henryolsenEPPC
 · Nov 17
Big news here - Garcia increases his lead in CA 25 on votes from LA County, where Smith leads overall. twitter.com/rpyers/status/…",3.6K,16.1K,94.3K
John Daniel Davidson,@johnddavidson,2020-11-18T16:18:12.000Z,"Today 
@FDRLST
 we have a report on a widespread cash-for-votes scheme in Nevada, where Native American voter advocacy groups broke federal election laws by giving away gift cards, electronics and other ""prizes"" in exchange for Democratic votes.In Nevada, A Corrupt Cash-For-Votes Scheme Is Hiding In Plain Sight
In tribal areas, Native American nonprofits illegally offered gift cards, electronics, and other 'prizes' in an effort to get out the vote—for Biden.
thefederalist.com",6.9K,32.4K,72.2K
Elizabeth Harrington,@LizRNC,2020-11-18T17:32:52.000Z,"EVIDENCE

""more than 15,000 votes were cast in Nevada by people who also voted in another state, 1,000 from people who don't meet Nevada's residency requirements and 500 from people who were dead.""This claim about election fraud is disputed
Nevada GOP announces another legal challenge to state election results
reviewjournal.com",5.4K,19.8K,56.1K
John Solomon,@jsolomonReports,2020-11-19T04:06:32.000Z,"Breaking: In dramatic reversal, Wayne County election board Republicans rescind votes certifying results | Just The NewsIn dramatic reversal, Wayne County election board Republicans rescind votes certifying results
In affidavits, GOP canvass board members claim they were bullied and say there are too many irregularities in Detroit vote to justify accepting election results.
justthenews.com",4.7K,26.1K,76.9K
Donald J. Trump,@realDonaldTrump,2020-11-19T05:27:04.000Z,"“Statistical sampling to prove widespread voter fraud...multiple accounts of fraud and voting irregularities may overturn election”...call for paper ballots.  
@RandPaul
  @OANN",22.8K,51K,229.3K
Donald J. Trump,@realDonaldTrump,2020-11-19T01:22:17.000Z,"Look at this in Wisconsin! A day AFTER the election, Biden receives a dump of 143,379 votes at 3:42AM, when they learned he was losing badly. This is unbelievable!Justin Hart",73.3K,137.4K,367K
Andrew Hitt,@AndrewHittGOP,2020-11-18T22:54:22.000Z,"BREAKING: WI Elections Commission, after seeing President Trump’s recount petition and objections, is trying to change the recount manual at an emergency meeting tonight at 6 pm to make objections harder to make. This must be stopped.",14.2K,54.3K,136.3K
Aric Nesbitt,@aricnesbitt,2020-11-16T21:37:01.000Z,"This afternoon, I joined my colleagues in calling for a full, independent audit of the recent election prior to the certification of results. We have seen a number of allegations that range from outright fraud, if true, to terrible mistakes that need to be corrected.",10.6K,27K,78.3K
Donald J. Trump,@realDonaldTrump,2020-11-18T14:54:23.000Z,THEY WOULD’NT LET REPUBLICAN POLL WATCHERS INTO THE COUNTING ROOMS. UNCONSTITUTIONAL!!!This claim about election fraud is disputed ,57.5K,72.6K,372.5K
Donald J. Trump,@realDonaldTrump,2020-11-18T14:31:51.000Z,"The Georgia recount is a joke and is being done UNDER PROTEST. Even though thousands of fraudulent votes have been found, the real number is in matching signatures. Governor must open up the unconstitutional Consent Decree and call in the Legislature!This claim about election fraud is disputed",27.1K,57.9K,247.9K
Donald J. Trump,@realDonaldTrump,2020-11-18T14:16:28.000Z,"They didn’t even allow Republican Observers into the building to watch. A terrible insult to our Constitution!This claim about election fraud is disputed 
Quote Tweet
Mike Sacks
@MikeSacksEsq
 · Nov 17
Here's the PA Supreme Court's 5-2 majority opinion rejecting the Trump Campaign's claim that Republican observers didn't get ""meaningful access"" to watch the vote counting http://pacourts.us/assets/opinions/Supreme/out/J-116-2020mo%20-%20104608159120049033.pdf?cb=1…
Show this thread",18.1K,31.8K,121K
Donald J. Trump,@realDonaldTrump,2020-11-18T14:11:52.000Z,"This was a rigged election. No Republican Poll Watchers allowed, voting machine “glitches” all over the place (meaning they got caught cheating!), voting after election ended, and so much more!This claim about election fraud is disputed
Quote Tweet
Reuters
@Reuters
 · Nov 18
The Nov. 13-17 opinion poll showed that Trump’s open defiance of Biden’s victory in both the popular vote and Electoral College appears to be affecting the public’s confidence in American democracy, especially among Republicans https://reut.rs/36LOd0H
Show this thread",19.6K,36K,140.7K
Donald J. Trump,@realDonaldTrump,2020-11-18T13:55:05.000Z,"Wrong! At first they voted against because there were far more VOTES than PEOPLE (Sad!). Then they were threatened, screamed at and viciously harassed, and were FORCED to change their vote, but then REFUSED, as American patriots, to sign the documents. 71% MESS. Don’t Harass!This claim about election fraud is disputed
Quote Tweet
Adam Brewster
@adam_brew
 · Nov 17
BREAKING: The Wayne County Board of Canvassers has just unanimously voted to certify the results of the election & called on Michigan SOS Jocelyn Benson to conduct an audit of the unexplained precincts in Wayne County that did not match.",16.3K,41K,138K
Donald J. Trump,@realDonaldTrump,2020-11-18T13:31:43.000Z,"...AND I WON THE ELECTION. VOTER FRAUD ALL OVER THE COUNTRY!Multiple sources called this election differently
Quote Tweet
The New York Times
@nytimes
 · Nov 17
President Trump received 10.1 million more votes across the U.S. than he received four years ago, including in areas with a majority of Hispanic voters. http://nyti.ms/35HqH5P
Show this thread",42.5K,64.6K,245.2K
Donald J. Trump,@realDonaldTrump,2020-11-18T13:15:48.000Z,"Trump votes.Quote Tweet
Josh Lederman
@JoshNBCNews
 · Nov 16
The Floyd County (Georgia) Elections Board confirms to @NBCNews the audit found 2500-2700 votes that weren't counted.

""At this time we don't know for sure what went wrong,"" says Board Member Melanie Conrad",14.5K,32.4K,159.4K
Claire Simms,@Claire_FOX5,2020-11-16T22:18:45.000Z,"#BREAKING:  
@GaSecofState
's office confirms Floyd County has found 2,600 ballots during audit.  Says Sec. Raffensperger wants the elections director to step down.  
@FOX5Atlanta
 #gapol",3.1K,21.5K,73.2K
Donald J. Trump,@realDonaldTrump,2020-11-18T03:20:02.000Z,"Wow! Governor Kemp will hopefully see the light before it is too late. Must finally take charge! Two GREAT Senators, who do so much for Georgia and truly love the USA, are in a must win battle with two incompetents who don’t have a clue!Quote Tweet
Claire Simms
@Claire_FOX5
 · Nov 17
@FOX5Atlanta Poll: Senate runoff extremely tight, @GovKemp's approval rating slips https://fox5atlanta.com/news/fox5-poll-senate-runoff-extremely-tight-gov-kemps-approval-rating-slips…",27.8K,32.7K,140K
Donald J. Trump,@realDonaldTrump,2020-11-18T02:24:59.000Z,"Well, it’s really quite simple. You just can’t have more votes than people!Quote Tweet
Josh Caplan
@joshdcaplan
 · Nov 17
Michigan Republican Chair Laura Cox praises blocking of certifying Wayne County election results: ""The people of Michigan deserve to know what happened in Wayne County... This action will allow more time for us to get to the bottom of these deeply troubling irregularities.""",30.8K,48.3K,190.6K
Donald J. Trump,@realDonaldTrump,2020-11-18T02:22:04.000Z,"More votes than people, and that is the least of it!!!Quote Tweet
The Election Wizard
@Wizard_Predicts
 · Nov 17
The refusal of Wayne County (Detroit) to certify their election results is a huge win for President Trump. 

The Wayne County board found the number of ballots cast did not match the number of people who signed in to vote.",16.7K,40.6K,173.6K
Donald J. Trump,@realDonaldTrump,2020-11-18T02:18:42.000Z,"Flip Michigan back to TRUMP. Detroit, not surprisingly, has tremendous problems!Quote Tweet
The Election Wizard
@Wizard_Predicts
 · Nov 17
The total number of ballots cast in Wayne County was about 863,000.  

Without Wayne County, Biden’s lead in Michigan would flip to a 177,000 Trump lead.

So yes, certifying Wayne County is a big deal.

The State of Michigan will now be tasked with attempting certification.",21.5K,34.4K,145.3K
Kayleigh McEnany,@kayleighmcenany,2020-11-18T01:16:40.000Z,"After presenting 234 pages of sworn affidavits raising allegations of fraud in Wayne County, Michigan voting, the Wayne County Board of Canvassers has DECLINED to certify their portion of the Michigan vote.

Joining 
@seanhannity
 with more at 9:00 pm ET!",21.9K,28.6K,119.3K
Donald J. Trump,@realDonaldTrump,2020-11-18T02:11:08.000Z,Wow! Michigan just refused to certify the election results! Having courage is a beautiful thing. The USA stands proud!,72.2K,96.9K,508.9K
Donald J. Trump,@realDonaldTrump,2020-11-16T21:23:05.000Z,"The rate of rejected Mail-In Ballots is 30 X’s lower in Pennsylvania this year than it was in 2016. This is why they kept our poll watchers and observers out of the “SACRED” vote counting rooms!This claim about election fraud is disputed 
Partial tally of rejected Pa. mail ballots raises questions, as observers await final data
A historically average rate of rejected mail-in ballots in this year's election in the state could significantly erode Joe Biden's lead over President Trump.
justthenews.com",40.9K,58.9K,210.9K
Donald J. Trump,@realDonaldTrump,2020-11-18T00:54:35.000Z,"From 
Rep. Jim Jordan",8.9K,29.7K,106.6K
Donald J. Trump,@realDonaldTrump,2020-11-18T00:25:56.000Z,"The only thing secure about our 2020 Election was that it was virtually impenetrable by foreign powers. On that, the Trump Administration takes great credit. Unfortunately, the Radical Left Democrats, Dominion, and others, were perhaps more successful!This claim about election fraud is disputed",32.3K,49.1K,227.6K
Donald J. Trump,@realDonaldTrump,2020-11-18T00:14:00.000Z,"THANK YOU!From 
RNC Research",12.1K,28.9K,140.9K
Donald J. Trump,@realDonaldTrump,2020-11-18T00:07:44.000Z,"The recent statement by Chris Krebs on the security of the 2020 Election was highly inaccurate, in that there were massive improprieties and fraud - including dead people voting, Poll Watchers not allowed into polling locations, “glitches” in the voting machines which changed...This claim about election fraud is disputed",35K,59.1K,227.5K
Donald J. Trump,@realDonaldTrump,2020-11-18T00:07:44.000Z,"...votes from Trump to Biden, late voting, and many more. Therefore, effective immediately, Chris Krebs has been terminated as Director of the Cybersecurity and Infrastructure Security Agency.This claim about election fraud is disputed",31.2K,42.3K,174.7K
Donald J. Trump,@realDonaldTrump,2020-11-17T22:40:26.000Z,"“DEAD PEOPLE VOTED”This claim about election fraud is disputed
Tucker Carlson: Yes, dead people voted in this election and Democrats helped make it happen
Dead people, like any other group, tend to vote more often when you make it easier for them to vote, and this year, we made it much easier for the dead to vote.
foxnews.com",32.8K,47.3K,173.3K
Donald J. Trump,@realDonaldTrump,2020-11-17T22:39:41.000Z,"Small-Town Trump Rally One Of Many Unreported By Corporate Media
We are here to 'support the president who has been working pretty darn hard for us in the last four years,' said one woman. 'And we believe in him.'
thefederalist.com",8.6K,24.2K,110.8K
Donald J. Trump,@realDonaldTrump,2020-11-17T22:37:58.000Z,"California: 2 Charged with Voter Fraud, Allegedly Submitted Registration Applications on Behalf of...
Two individuals have been charged with voter fraud after allegedly submitting fraudulent voter registration applications on behalf of homeless people. 
breitbart.com",10.6K,33.4K,123.5K
Donald J. Trump,@realDonaldTrump,2020-11-17T21:39:24.000Z,"THIS SAYS IT ALL!Quote Tweet
Elections Canada
@ElectionsCan_E
 · Nov 16
Elections Canada does not use Dominion Voting Systems. We use paper ballots counted by hand in front of scrutineers and have never used voting machines or electronic tabulators to count votes in our 100-year history. #CdnPoli",33.3K,56.3K,214.3K
Donald J. Trump,@realDonaldTrump,2020-11-17T20:47:34.000Z,I have reversed the ridiculous decision to cancel Wreaths Across America at Arlington National Cemetery. It will now go on!,38.8K,85K,476.4K
Donald J. Trump,@realDonaldTrump,2020-11-17T04:20:19.000Z,"Arizona GOP Chair Kelli Ward: ‘This Election Is Far from Over’
Dr. Kelli Ward, chairwoman of the Republican Party of Arizona, assured Arizonans that ""this election is far from over.""
breitbart.com",34.4K,46.5K,219.1K
Trey Trainor,@txelectionlaw,2020-11-16T16:29:54.000Z,"Having practiced law for almost 2 decades as a member of the State Bar of Texas, I’ve never known fellow TX lawyer 
@SidneyPowell1
 to be anything but forthright and honest in every case she’s ever taken on. If she says there is rampant voter fraud in #Election2020, I believe her.",17.9K,63.1K,205K
Donald J. Trump,@realDonaldTrump,2020-11-16T23:43:29.000Z,"Big victory moments ago in the State of Nevada. The all Democrat County Commissioner race, on same ballot as President, just thrown out because of large scale voter discrepancy. Clark County officials do not have confidence in their own election security. Major impact!Quote Tweet
Adam Paul Laxalt
@AdamLaxalt
 · Nov 16
The Clark County Commission just threw out an election that represents almost 1/6 of the total votes cast in Clark County because there were too many “discrepancies” to be sure that that the results in that election can be certain. 153K votes in this election. twitter.com/meganmesserly/…",45.8K,80.3K,280K
Donald J. Trump,@realDonaldTrump,2020-11-16T16:59:52.000Z,"Georgia won’t let us look at the all important signature match. Without that the recount is MEANINGLESS. Open up unconstitutional Consent Decree, NOW! 
@BrianKempGAThis claim about election fraud is disputed",48.5K,73.6K,299.6K
Donald J. Trump,@realDonaldTrump,2020-11-16T14:49:06.000Z,Who will be running for Governor of the Great State of Ohio? Will be hotly contested!,20.1K,34.5K,217.5K
Donald J. Trump,@realDonaldTrump,2020-11-16T14:19:29.000Z,"Another Vaccine just announced. This time by Moderna, 95% effective. For those great “historians”, please remember that these great discoveries, which will end the China Plague, all took place on my watch!",77.3K,68.2K,316.9K
Donald J. Trump,@realDonaldTrump,2020-11-16T14:06:23.000Z,"Try watching 
@OANN
. Really GREAT!",25.1K,50.2K,280.3K
Donald J. Trump,@realDonaldTrump,2020-11-16T14:04:50.000Z,The Fake recount going on in Georgia means nothing because they are not allowing signatures to be looked at and verified. Break the unconstitutional Consent Decree!This claim about election fraud is disputed,22.6K,56.1K,252.9K
