Username,Handle,Timestamp,Comments,Likes,Retweets,Text
Lin Wood,@LLinWood,2020-11-24T19:20:15.000Z,"I have worked closely with 
@SidneyPowell1
 & others over recent weeks.

The lawsuit Sidney will be filing tomorrow in GA speaks TRUTH.

Enemies of America will deny its allegations. Do NOT believe them. 

Believe Sidney & me. We love America & freedom. Our enemies do not.",7.5K,46.1K,118.8K
Victoria Toensing,@VicToensing,2020-11-15T13:49:20.000Z,"Hubby and I working with 
@RudyGiuliani
 on 
@realDonaldTrump
 legal election fight. Go to 
@Parler
 to read facts 
@Twitter
 won’t let me tell you. Court filings start next week. Had to interview witnesses and draft Declarations to make sure all facts accurate. #maga",4.4K,19K,54.5K
Victoria Toensing,@VicToensing,2020-11-18T13:26:55.000Z,Go to Parler and see my TRUTHFUL post about the corrupt Democratic cities like Philly and Detroit and how they corrupted the mail-in vote. #magaThis claim about election fraud is disputed,2K,10.8K,35.4K
Victoria Toensing,@VicToensing,2020-11-20T18:55:23.000Z,"Someone, maybe 
@FoxNews
, should educate its unsophisticated reporter 
@KristinFisher
 what evidence is. 
@RudyGiuliani
 quoted from Affidavits. That’s what we lawyers call evidence. Also, KF claimed what Rudy said is “not true.” Which fact not true? Shoddy reporting.  #maga",3K,16.7K,48K
PRESIDENT-ELECT Todd Ξ Herman (Parler ToddEHerman),@toddeherman,2020-11-25T00:27:18.000Z,"This is video put it over the top for me. Election was stolen

I shared 
@justin_hart
's data showing pattern of 4:00 AM data dumps for Biden

... Piece about clearly algorithmic addition of votes to push Biden over the top in GA and PA

WATCH THIS, NOW!This claim about election fraud is disputed
Patrick Byrne: Dissecting The Electronic Steal
Programming Note: This early edition of Insider Insight was made public due to the significance of the information contained in this interview and subscriber...
youtube.com",2.4K,14.2K,35.1K
Justin Hart,@justin_hart,2020-11-20T20:36:50.000Z,"You know what's even MORE suspicious than BIG vote dumps giving Biden the lead in WI and MI? Taking AWAY votes from 
@realDonaldTrump
 in Pennsylvania!

This chart: the 25 data dumps where Trump LOST votes from the Dominion feeds. 

97,676 votes LOST! And Biden GAINED 160K+ votes!This claim about election fraud is disputed",2.1K,17.2K,38.7K
Donald J. Trump,@realDonaldTrump,2020-11-25T03:34:08.000Z,"Quote Tweet
Donald J. Trump
@realDonaldTrump
 · Nov 24
8:21
On behalf of the entire Trump Family, I want to wish every American a Healthy and Happy Thanksgiving! Today we gathered in the Rose Garden to continue a beloved annual tradition: the Official Presidential Pardon of a very fortunate Thanksgiving Turkey....",9K,22.1K,124.8K
Donald J. Trump,@realDonaldTrump,2020-11-25T01:08:13.000Z,"Should President Trump concede to Biden? Poll Results: No: 190,593  (98.9%) Yes: 2,181  (1.1%) Total Votes: 192,774. 
@gregkellyusa
 @newsmax
 For the good of our Country we must prevail!",91K,80.6K,345K
Donald J. Trump,@realDonaldTrump,2020-11-25T00:55:06.000Z,"Great job 
@DrPaulGosar
. Thanks!",5.7K,23.7K,169.9K
Donald J. Trump,@realDonaldTrump,2020-11-25T00:27:00.000Z,"‘Experts’ Listed 27 House Races As Toss-Ups. Republicans Won All 27
On Monday, Burgess Owens, a former NFL player and vocal critic of Colin Kaepernick, was declared the winner of Utah’s 4th Congressional District.  Despite
dailywire.com",6.9K,26.6K,112.6K
Donald J. Trump,@realDonaldTrump,2020-11-25T00:26:35.000Z,"Why isn’t the 
@GASecofState
 Brad Raffensperger, a so-called Republican, allowing us to look at signatures on envelopes for verification? We will find tens of thousands of fraudulent and illegal votes...This claim about election fraud is disputed",18.5K,48.4K,180.2K
Donald J. Trump,@realDonaldTrump,2020-11-25T00:26:36.000Z,"...This could also be very helpful to 
@SenDavidPerdue
 and 
@SenatorLoeffler
. Why is he afraid of Stacey Abrams? We don’t need the ballots — we only need the signed envelopes!",7K,25.5K,121.9K
Donald J. Trump,@realDonaldTrump,2020-11-24T21:46:56.000Z,AMERICA FIRST!!!,61.4K,90.3K,550.4K
Donald J. Trump,@realDonaldTrump,2020-11-24T20:07:11.000Z,"On behalf of the entire Trump Family, I want to wish every American a Healthy and Happy Thanksgiving! Today we gathered in the Rose Garden to continue a beloved annual tradition: the Official Presidential Pardon of a very fortunate Thanksgiving Turkey....",30.8K,44.2K,239.1K
Donald J. Trump,@realDonaldTrump,2020-11-24T19:25:16.000Z,"From 
Team Trump (Text TRUMP to 88022)",20.2K,35.1K,177.6K
Donald J. Trump,@realDonaldTrump,2020-11-24T14:45:28.000Z,"Remember, the GSA has been terrific, and Emily Murphy has done a great job, but the GSA does not determine who the next President of the United States will be.",61.3K,66.5K,314.6K
Paul Gosar,@DrPaulGosar,2020-11-23T04:12:39.000Z,"Do not read this affidavit from an IT expert. We know what is documented here is impossible as the Maricopa County Supervisors told us everything is fine and go back to sleep and pay your taxes and wear a mask. And leftist reporters told us to move on.Exhibit Q Ramsland Affidavit – #7, Att. #1 in Wood v. Raffensperger (N.D. Ga., 1:20-cv-04651) –...
Supplemental MOTION for Temporary Restraining Order to File Exhibit Q to Motion, Ramsland Affidavit by L. Lin Wood, Jr. (Attachments: # 1 Exhibit Q Ramsland Affidavit)(Smith, Ray) (Entered: 11/18/2...
courtlistener.com",6.6K,27.9K,62.1K
The Columbia Bugle,@ColumbiaBugle,2020-11-15T17:54:47.000Z,“I concede NOTHING!!!!!”,16.4K,28.1K,108.8K
Donald J. Trump,@realDonaldTrump,2020-11-24T13:29:11.000Z,"That says it all about Mattis. Obama fired him. I should have fired him sooner. Did best work after he was gone. World’s most overrated general!Quote Tweet
Fox News
@FoxNews
 · Nov 23
Mattis says he hopes Joe Biden takes 'America First' out of national security strategy https://fxn.ws/33enlFM",16.2K,33K,140.9K
Donald J. Trump,@realDonaldTrump,2020-11-24T12:52:19.000Z,"Thank you Randy, working hard to clean up the stench of the 2020 Election Hoax!This claim about election fraud is disputed
Quote Tweet
Randy Quaid
@RandyRRQuaid
 · Nov 20
Never underestimate The greatest President this country has ever had. Trump is an astonishing man of the people, fighting for all of us, not Big Pharma! #AmericaFirst #KAG #TrumpPence2020 #StopTheSteaI2020",13.7K,35.7K,154.9K
Donald J. Trump,@realDonaldTrump,2020-11-24T12:50:06.000Z,"No!Quote Tweet
Randy Quaid
@RandyRRQuaid
 · Nov 21
I just don’t see Americans rolling over for this election fraud. Do you?
This claim about election fraud is disputed",11.5K,34.9K,167.8K
Randy Quaid,@RandyRRQuaid,2019-10-12T13:24:43.000Z,Trump Trumpets Reveille! ,14.7K,53K,106.5K
Michael Nöthem,@mikandynothem,2020-11-24T11:03:01.000Z,"What is it about being an actor and having a brain that pisses off Hollywood liberals? James Woods and Jon Voight are patriots through and through...
@RealJamesWoods
 @jonvoight
 
#MAGA #KAGJon Voight and 9 others",4.4K,15.9K,59.2K
James Woods,@RealJamesWoods,2020-11-23T19:59:04.000Z,So are any mainstream media organizations doing an in-depth investigation of Dominion?,10.4K,30.5K,116.8K
Donald J. Trump,@realDonaldTrump,2020-11-24T04:07:18.000Z,What does GSA being allowed to preliminarily work with the Dems have to do with continuing to pursue our various cases on what will go down as the most corrupt election in American political history? We are moving full speed ahead. Will never concede to fake ballots & “Dominion”.This claim about election fraud is disputed,69.2K,92.8K,344.7K
Donald J. Trump,@realDonaldTrump,2020-11-24T02:10:16.000Z,"9:33
2.5M views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",26.2K,52.7K,163.2K
Donald J. Trump,@realDonaldTrump,2020-11-23T23:16:59.000Z,"I want to thank Emily Murphy at GSA for her steadfast dedication and loyalty to our Country. She has been harassed, threatened, and abused – and I do not want to see this happen to her, her family, or employees of GSA. Our case STRONGLY continues, we will keep up the good...",48.4K,65.4K,307.4K
Donald J. Trump,@realDonaldTrump,2020-11-23T23:16:59.000Z,"...fight, and I believe we will prevail! Nevertheless, in the best interest of our Country, I am recommending that Emily and her team do what needs to be done with regard to initial protocols, and have told my team to do the same.",51.7K,47.6K,239.9K
Donald J. Trump,@realDonaldTrump,2020-11-23T04:57:13.000Z,"Data: Trump‘s Anti-Globalism, Pro-Police Message Wins Over Hispanics https://breitbart.com/politics/2020/11/22/election-data-trumps-anti-globalism-pro-police-message-wins-hispanics/… via 
@BreitbartNews
 Great, but we also won the election!Multiple sources called this election differently
Data: Trump's Anti-Globalism, Pro-Police Message Wins Over Hispanics
President Trump's message on the 2020 presidential campaign trail resonated massively with the nation's growing Hispanic American population.
breitbart.com",36.4K,39.5K,174K
Donald J. Trump,@realDonaldTrump,2020-11-23T04:37:56.000Z,"In certain swing states, there were more votes than people who voted, and in big numbers. Does that not really matter? Stopping Poll Watchers, voting for unsuspecting people, fake ballots and so much more. Such egregious conduct. We will win!This claim about election fraud is disputed",79.2K,84.7K,380.7K
Donald J. Trump,@realDonaldTrump,2020-11-22T04:30:20.000Z,"“Dominion-izing the Vote”
Part One via 
@OANN
 @ChanelRion9:58
1M views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",14.3K,46.5K,136.7K
Donald J. Trump,@realDonaldTrump,2020-11-22T19:54:25.000Z,".
@Larry_Kudlow
 note to 
@EamonJavers
 @CNBC
....Quote Tweet
CNBC
@CNBC
 · Nov 21
Trump does not attend G-20 event on global pandemic preparedness https://cnb.cx/3lNVxiF",22.5K,32.8K,113.7K
Donald J. Trump,@realDonaldTrump,2020-11-22T16:59:28.000Z,"Report: Maryland Gov. Larry Hogan, Anti-Trump Hero, Paid for Flawed Coronavirus Tests from South Korea https://breitbart.com/health/2020/11/22/report-anti-trump-maryland-governor-larry-hogan-paid-for-flawed-coronavirus-tests-from-south-korea/… via 
@BreitbartNews
. This RINO will never make the grade. Hogan is just as bad as the flawed tests he paid big money for!Report: Maryland Gov. Larry Hogan, Anti-Trump Hero, Paid for Flawed Coronavirus Tests from South...
Coronavirus tests ordered by Maryland Gov. Larry Hogan in April from South Korea turn out to have been flawed, and were never used.
breitbart.com",34K,43.3K,137.7K
Elizabeth Harrington,@LizRNC,2020-11-21T16:28:02.000Z,"""We're all fighting this fight right now.

""We're talking about the core of our American Constitutional Republic, the right to vote, the thing people have died for since 1776.""From 
Team Trump (Text TRUMP to 88022)",5.8K,18.6K,63.8K
Donald J. Trump,@realDonaldTrump,2020-11-22T12:24:13.000Z,"It’s all about the signatures on the envelopes. Why are the Democrats fighting so hard to hide them. We will find massive numbers of fraudulent ballots. The signatures won’t match. Fight hard Republicans. Don’t let them destroy the evidence!This claim about election fraud is disputed
Quote Tweet
Elizabeth Harrington
@LizRNC
 · Nov 21
""It seems simple enough to conduct a sample audit of signatures on the absentee ballot envelopes...""

Simple and transparent? An audit that actually checks signatures? Why would anyone oppose that? 
https://justthenews.com/politics-policy/elections/new-twist-georgia-governor-urges-audit-ballot-envelop-signatures-look…",18.5K,42K,155.8K
Donald J. Trump,@realDonaldTrump,2020-11-21T13:13:32.000Z,"This is true, but much different than reported by the media. We will show massive and unprecedented fraud!This claim about election fraud is disputed
Quote Tweet
Sen. Mike Shirkey
@SenMikeShirkey
 · Nov 20
My statement on our meeting with the President today:",16K,34.5K,142.8K
Elizabeth Harrington,@LizRNC,2020-11-21T18:51:51.000Z,"""We have to get to the bottom of it.""From 
Matt Schlapp",3.2K,12.7K,47.7K
Franklin Graham,@Franklin_Graham,2020-11-21T12:15:27.000Z,"“The eyes of the Lord are in every place, keeping watch on the evil and the good.” (Proverbs 15:3)",7.1K,21.7K,107.5K
Ronna McDaniel,@GOPChairwoman,2020-11-21T16:54:37.000Z,"The irregularities we have seen in Michigan cannot simply be ignored away or brushed under the rug. 

They must be confronted and thoroughly examined. 
@MIGOPChair
 and I are demanding a full and transparent audit in Wayne County!",8.6K,20.8K,82.1K
Donald J. Trump,@realDonaldTrump,2020-11-22T12:11:49.000Z,"...And neither am I!Quote Tweet
Elizabeth Harrington
@LizRNC
 · Apr 11, 2019
I'm not tired of winning yet",20K,35.4K,191.1K
Donald J. Trump,@realDonaldTrump,2020-11-22T04:54:18.000Z,"Thanks Mark. It’s all a continuation of the never ending Witch Hunt. Judge Brann, who would not even allow us to present our case or evidence, is a product of Senator Pat “No Tariffs” Toomey of Pennsylvania, no friend of mine, & Obama - No wonder. 900,000 Fraudulent Votes!This claim about election fraud is disputed
Quote Tweet
Mark R. Levin
@marklevinshow
 · Nov 21
This is how Wikipedia added to Judge Brann's biography on its page just now: ""He became briefly famous when he presided over a case which was part of President Trump's attempt to steal Pennsylvania's presidential electors.""",18K,33K,145K
Donald J. Trump,@realDonaldTrump,2020-11-22T04:55:16.000Z,....WILL APPEAL!,21.1K,21.3K,136.4K
Donald J. Trump,@realDonaldTrump,2020-11-22T04:31:12.000Z,"“Dominion-izing the Vote”
Part Two via 
@OANN
 @ChanelRion9:58
265.9K views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",3.7K,22.7K,73.2K
Donald J. Trump,@realDonaldTrump,2020-11-22T04:32:09.000Z,"“Dominion-izing the Vote”
Part Three via 
@OANN
 @ChanelRion9:59
319.3K views
From 
Team Trump (Text TRUMP to 88022)
This claim about election fraud is disputed",4.8K,22.3K,70.4K
Kimberley Strassel,@KimStrassel,2020-11-13T04:03:28.000Z,"My latest: The fix was in long before any of the vote counters got started. https://wsj.com/articles/harvesting-the-2020-election-11605221974… via 
@WSJOpinion | Harvesting the 2020 Election
Pelosi’s top priority was remaking the electoral system. The virus gave her a boost.
wsj.com",3.6K,22K,58.4K
